id,type,title,latitude,longitude,address,description,phone,website
373,Community,"Xenophon, Nick - Senator for SA",-34.9227012,138.6093947,"Level 2, 31 Ebenezer Pl, Adelaide, South Australia","Member of the Senate, Independent",08 8232 1144,www.nickxenophon.com.au/
374,Community,"Wong, Penny - Senator for SA",-34.9302334,138.5984291,"Level 4, 19 Gouger St, Adelaide, South Australia","Member of the Senate, Australian Labor Party
Minister for Finance and Deregulation",08 8212 8272,www.aph.gov.au/Senator_Wong
375,Community,Australian Electoral Commission,-34.92183199999999,138.598961,"9th Floor, Origin Energy Bldg, 1 King William St, Adelaide, South Australia","Electoral enrolment - maintains Commonwealth and State Electoral Rolls available for viewing on public access terminals at AEC offices
Conducts federal parliamentary elections and referendums
Conducts elections for industrial organisations and other bodies
Conducts fee-for-service elections for organisations requiring a professional election service
Provides electoral information and education programs including the conduct of school representative elections tel. 8237 6582",13 2326,www.aec.gov.au
376,Community,Electoral Commission SA,-34.925192,138.594712,"Level 6, 60 Light Square, Adelaide, South Australia","Conducts South Australian parliamentary elections, referendums and local government elections
Provides electoral information and education sessions for community and school groups",,www.ecsa.sa.gov.au
377,Community,"Parnell, Hon Mark MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Greens",08 8237 9100,www.markparnell.org.au
378,Community,"Hood, Hon Dennis MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Family First Party",08 8237 9100,www.parliament.sa.gov.au
379,Community,"Bressington, Hon Ann MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Independent",08 8237 9100,www.parliament.sa.gov.au
380,Community,"Hunter, Hon Ian - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Labor Party
Minister for Sustainability, Environment and Conservation
Minister for Water and the River Murray
Minister for Aboriginal Affairs and Reconciliation",08 8207 2190,www.parliament.sa.gov.au
381,Community,"Wortley, Hon Russell MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Labor Party
Justice of the Peace
Minister for Industrial Relations
Minister for State/Local Government Relations",08 8303 2500,www.parliament.sa.gov.au
382,Community,"Finnigan, Hon Bernard MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Independent",08 8237 9340,www.parliament.sa.gov.au
383,Community,"Wade, Hon Stephen MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia
Shadow Attorney-General
Shadow Minister for Justice",08 8237 9100,www.parliament.sa.gov.au
384,Community,"Ruston, Anne - Senator for SA",-34.9240082,138.6081059,"187 Grenfell St, Adelaide, South Australia","Member of the Senate, Liberal Party of Australia",08 8223 1757,www.aph.gov.au
385,Community,Parliament of South Australia,-34.921025,138.608667,"North Tce, Adelaide, South Australia","House of Assembly - comprises 47 Members each representing a separate South Australian electorate
Legislative Council - comprises 22 Members",08 8237 9100,www.parliament.sa.gov.au
386,Community,Premier Stateliner,-34.9305329,138.5888956,"Level 1, 282 Gouger St, Adelaide, South Australia",Bus services - daily passenger and parcel service to Adelaide with connections to most country destinations,08 8415 5500,www.premierstateliner.com.au
387,Community,SA Weight Watchers Association Inc.,-34.922656,138.601988,"Room 711, 38 Gawler Place, Adelaide, South Australia",Weight control program,8232 0844,www.saweightwatchers.com.au
388,Community,Administrative Appeals Tribunal,-34.9244303,138.6031603,"11th Floor Chesser House, 91 Grenfell Street, Adelaide, South Australia","Reviews a broad range of adminstrative decisions made by Commonweatlh Government ministers and officials, authorities and other tribunals",08 8201 0600,www.aat.gov.au
389,Community,Enable College,-34.927845,138.597861,"31 Franklin St, Adelaide, South Australia",Education and training - courses for care industry,08 8463 1178,www.enablecollege.com.au
390,Community,Adelaide GPO Post Shop,-34.927003,138.599524,"141 King William St, Adelaide, South Australia","Postal services
Electronic banking
Passport interviews and photos
Drivers licence renewal
PO Boxes",13 1318,www.auspost.com.au
391,Community,Adelaide Rundle Mall Post Shop,-34.9228309,138.6025614,"Shop 59, level 1, City Cross Shopping Centre, 33-39 Rundle Mall, Adelaide, South Australia","Postal services
Drivers licence renewal
Electronic banking
Passport interviews and photos",13 1318,www.auspost.com.au
392,Community,Adelaide Halifax Street Post Shop,-34.9329516,138.6005962,"7 Halifax St, Adelaide, South Australia","Postal services
Electronic banking
Passport interviews
PO boxes",13 1318,www.auspost.com.au
393,Community,Adelaide Hutt Street Post Office,-34.9318073,138.6127938,"190 Hutt St, Adelaide, South Australia","Postal services
Electronic banking
Passport interviews
PO boxes",13 1318,www.auspost.com.au
394,Community,Catholic Charities Appeal,-34.9286771,138.6021561,"39 Wakefield St, Adelaide, South Australia",Fundraising to support Catholic Church charitable agencies,8210 8125,www.adelaide.catholic.org.au/sites/CatholicCharities
395,Community,Office of the Training Advocate,-34.9246468,138.5974936,"Ground Floor, 55 Currie St, Adelaide, South Australia","Promotion of employment, education and training
Independent complaint handling process
Advocacy
Information and advice
Monitoring the training system",1800 006 488,www.trainingadvocate.sa.gov.au
396,Community,Irish Australian Association,-34.931742,138.600898,"13-15 Carrington St, Adelaide, South Australia","Promotion of Irish culture and music - live traditional music every Friday night
Associated Irish groups â€“ Irish Dancing Association, Adelaide Irish Pipe Band, Celtic Music Club, Gaelic Football & Hurling Association
Events including ceilidhs and social evenings
Gaelic language classes 
Library of Irish books and resources
Radio programs - Radio Eireann, 5 EBI 103.1 FM Tues 1.30pm â€“ 2.30pm; Folk Show, Radio Adelaide Sat 5.30pm
Venue for hire",8212 3767,www.irishclub.org.au
397,Community,Adelaide Aikijitsu & Judo Club,-34.9340599,138.6050766,"Gillies Street Primary School, 125 Gilles St, Adelaide, South Australia","The following Martial Arts Styles are offered at adelaide aikijitsu and judo club:
Aiki Jitsu (Aikijutsu)
Aikido
Iaido
Jiu-Jitsu (Jujutsu/Jujitsu)
Judo
KenJutsu
Kobudo
Shorin Ryu Karate
Systema Russia
Tai chi
Aikijujutsu and Systema",8532 8448,www.aikibudo.websyte.com.au
398,Community,"Franks, Hon Tammy MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Australian Greens",08 8237 9296,www.parliament.sa.gov.au
399,Community,"Lee, Hon Jing MLC - State Member of the Legislative Council",-34.9211049,138.5986474,"Parliament House, Adelaide, South Australia","Member of the Legislative Council, Liberal Party of Australia",08 8237 9408,www.parliament.sa.gov.au
