OBJECTID,RECNO,NAME,F_CODE,OTHERDETLS,SOURCE,CLASS,COUNTY,LATITUDE,LONGITUDE,STATE,NAMEDBY,DATENAMED,DERIVATION,ORIGCODE,CURNAME,PREVNAME,ALTNAME,ELEVATION,PUBLIC_REL
39445,SA0041464,Ochiltree House,BLDG,"276-280 East Terrace, Adelaide",Womersley Register / General Principles of Development Control Pg 302 /,RECD,Adelaide,-34.93593541,138.6161649,SA,,,,****,,,,,Y
39446,SA0041549,Quakers Meeting House,BLDG,"Off 41 Pennington Terrace, North Adelaide.   Location is approximate only.",General Principles of Development Control - Pg  270,RECD,Adelaide,-34.91420531,138.59538501,SA,,,,****,,,,,Y
39447,SA0041596,Remand Centre,BLDG,"210-228 Currie Street, Adelaide",General Principles of Development Control - Pg  106,RECD,Adelaide,-34.92589516,138.58867474,SA,,,,****,,Currie Street School,,,Y
39448,SA0041482,Old Queens Arms Hotel,BLDG,"88 Wright Street, Adelaide, 34-40 Crompton Street, Adelaide",General Principles of Development Control - Pg  113,RECD,Adelaide,-34.93295519,138.5955347,SA,,,,****,,,,,Y
39453,SA0036759,Kings Town,SUBD,Private subdivision,,RECH,Adelaide,-34.89197435,138.49825424,SA,,,,****,Seaton (portion),,,,Y
39719,SA0056629,Main Lake,LAKE,Dual named with Kainka Wirra gazetted in November 2001.,DAIS.04/0273 / Government Gazette 15/11/2001 /,GEOG,Adelaide,-34.91982542,138.60887508,SA,Botanic Gardens,,,****,,,Kainka Wirra,,Y
39723,SA0062060,Sellicks Hill,LOCB,Private subdivision of sections 667/8. Boundaries created in 1999 for the long established name. Portion within the Disrtict Council of Yankalilla added in 1999.,Government Gazette 28/1/1999 / DENR.9100/1994 / Government Gazette 5/8/1999 / DENR.9145/1994 / 1 Inch to 1 Mile Mapsheet /,GEOG,Adelaide,-35.33104134,138.4728466,SA,,,"William Sellicks, Early Settler",PRSA,,,,,Y
39728,SA0042749,The End,BLDG,"24 Rostrevor Road, Crafers West",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  12,RECD,Adelaide,-35.00556595,138.70212475,SA,,,,****,,,,,Y
39729,SA0042679,Five Oaks,BLDG,"48 waverley ridge road, crafers west",Adelaide Hills Council - Stirling Dc - Heritage Places And Historic Conservation Policy Area :  Pg  8,RECD,Adelaide,-35.00503592,138.69888472,SA,,,,****,,,,,Y
39899,SA0064854,Strathmont Training Centre,BLDG,,1:10 000 Mapsheet /,RECD,Adelaide,-34.84905624,138.64325665,SA,,,,****,,,,,Y
39900,SA0000827,Alinga,HMSD,,?,LOCL,Adelaide,-35.14800337,138.5510606,SA,,,,****,,,,,Y
39901,SA0051434,W T Smith Reserve,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.88526539,138.5875554,SA,,,W T Smith,PR**,,,,,Y
39902,SA0030017,Hendon Primary School,SCHL,School opened in 1950.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.87971456,138.50984458,SA,Minister of Education,,Name of adjacent suburb,PLSA,,,,,Y
39185,SA0042090,Boer War Memorial,MONU,"Corner North Terrace and King William Street, Adelaide",General Principles of Development Control - Pg  183,RECD,Adelaide,-34.92289529,138.5982149,SA,,,,****,,,,,Y
39186,SA0042052,Waverly,BLDG,"360 South Terrace, Adelaide.",Womersley Register /,RECH,Adelaide,-34.93601539,138.61439487,SA,,,,****,Waverley House,,,,Y
39187,SA0042087,Bishops Court and Stables,BLDG,"41-50 Palmer Place, North Adelaide",General Principles of Development Control - Pg  247,RECD,Adelaide,-34.91213528,138.59216501,SA,,,,****,,,,,Y
39189,SA0042048,Waterhouse Chambers,BLDG,"5 Rundle Mall, Adelaide",General Principles of Development Control - Pg  48,RECH,Adelaide,-34.92460528,138.59852488,SA,,,,****,,,,,Y
39191,SA0042072,Youngs Shoe Store,BLDG,"55 Rundle Mall, Adelaide",Womersley Register /,RECH,Adelaide,-34.9244753,138.6003249,SA,,,,****,,,,,Y
39192,SA0042085,Birk's Building,BLDG,"57 Rundle Mall, Adelaide",General Principles of Development Control - Pg  61,RECD,Adelaide,-34.9245353,138.6004049,SA,,,,****,,,,,Y
39198,SA0047224,University of Adelaide,SCHL,,1:10 000 Mapsheet /,RECD,Adelaide,-34.92118535,138.60259498,SA,,,,****,,,,,Y
39201,SA0041534,Prince Albert Hotel,BLDG,"254-256 Wright Street, Adelaide",General Principles of Development Control - Pg  369,RECD,Adelaide,-34.93332512,138.58928462,SA,,,,****,,,,,Y
39202,SA0041535,Princes Berkeley Hotel,BLDG,"58-60 Hindley Street, Adelaide",General Principles of Development Control - Pg  55,RECD,Adelaide,-34.92424525,138.59587485,SA,,,,****,,,,,Y
39203,SA0042083,Bertram House,BLDG,"73 Grenfell Street, Adelaide",General Principles of Development Control - Pg  88,RECD,Adelaide,-34.9258653,138.60117489,SA,,,,****,,,,,Y
39204,SA0041980,Tobin House,BLDG,"196 North Terrace, Adelaide",General Principles of Development Control - Pg  44,RECD,Adelaide,-34.92308532,138.60112493,SA,,,,****,,,,,Y
39457,SA0041729,Shakespeare Chambers,BLDG,"123 Waymouth Street, Adelaide & 2-10 Cannon Street, Adelaide",General Principles of Development Control - Pg  100,RECD,Adelaide,-34.92764521,138.59385477,SA,,,,****,,,,,Y
39458,SA0041736,Shell House,BLDG,"169-171 North Terrace, Adelaide.  Location is approximate only.",General Principles of Development Control - Pg  43,RECD,Adelaide,-34.92330529,138.5990149,SA,,,,****,,,,,Y
39459,SA0041737,Sheridan Institute,BLDG,"49-50 MacKinnon Parade, North Adelaide",General Principles of Development Control - Pg  291,RECD,Adelaide,-34.90917547,138.60730524,SA,,,,****,,,,,Y
39460,SA0041742,"Simpson Kiosk, Botanic Gardens",BLDG,"Off North Terrace, Adelaide.  Location is approximate only.",General Principles of Development Control - Pg  385,RECD,Adelaide,-34.92173542,138.60998506,SA,,,,****,,,,,Y
39461,SA0041748,Sir Samuel Way Building,BLDG,"Name approved by Geog Names Board-vide Minutes 6/5/1982 & DL.2095/1982.  241-259 Victoria Square, Adelaide.",General Principles of Development Control - Pg  94 / DL.2095/1982 /,RECD,Adelaide,-34.93139523,138.59760475,SA,,,"Former Chief Justice, Supreme Court, SA",PRSA,,,,,Y
39462,SA0041759,Solomon's Building,BLDG,"15 Gouger Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.93183523,138.59822475,SA,,,,****,,,,,Y
39463,SA0041770,South African War Memorial Monument,MONU,"North Terrace, Adelaide",Womersley Register /,RECD,Adelaide,-34.92289529,138.5982149,SA,,,,****,,,,,Y
39464,SA0041771,South Australian Historical Museum,BLDG,"North Terrace, Adelaide",General Principles of Development Control - Pg  190,RECD,Adelaide,-34.92206534,138.60221496,SA,,,,****,,,,,Y
39465,SA0042061,Westpac Bank,BLDG,"Former AMP head office.  23 King William Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.92380527,138.59774488,SA,,,,****,,,,,Y
39467,SA0039373,Lily Creek,STRM,,SD.11336 / Government Gazette 10/11/1994 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.12625411,138.60435159,SA,,,,****,,,,,Y
39468,SA0005778,Beltunga,HMSD,,1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-35.19652349,138.58764022,SA,,,,****,,,,,Y
39472,SA0041486,Our Boys Institute,BLDG,"219-223 Wakefield Street, Adelaide",General Principles of Development Control - Pg  164,RECH,Adelaide,-34.92994535,138.6076349,SA,,,,****,,,,,Y
39473,SA0041384,Mutual Chambers,BLDG,"111 King William Street, Adelaide.  Location is approximate only.",General Principles of Development Control - Pg  49,RECD,Adelaide,-34.92664526,138.59803484,SA,,,,****,,,,,Y
39733,SA0042770,Maruakoa,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.17072582,138.78016292,SA,,,,****,,,,,Y
39735,SA0042645,Gurrawarra,BLDG,"21 Waverley Ridge Road, Crafers West",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  8,RECD,Adelaide,-35.00341596,138.70203479,SA,,,,****,,,,,Y
39736,SA0042766,Upper Sturt Soldiers' Memorial Hall,BLDG,"173 Upper Sturt Road, Upper Sturt",Adelaide Hills Council - Stirling Dc - Heritage Places And Historic Conservation Policy Area :  Pg  13,RECD,Adelaide,-35.02537553,138.67535411,SA,,,,****,,,,,Y
42997,SA0059067,Darby Lodge,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.06692698,138.8263752,SA,,,,****,,,,,Y
42998,SA0059271,Ferndale Farms,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.06852626,138.76380443,SA,,,,****,,,,,Y
43133,SA0012663,Tarnma Creek,STRM,,SD.11336 / 1 Inch to 1 Mile Mapsheet / Government Gazette 10/11/1994 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.01906533,138.65395396,SA,,,,AB**,,,,,Y
43134,SA0039088,East Para Hills Primary School,SCHL,Name alteration proposal to Eastern Hills School in 2003 not approved as the name did not meet selection criteria and would be easily assumed to be in the eastern suburbs not the northern suburbs.  Name alteration to East Para Hills Primary School approv,DAIS.22-413/01/0464 /,RECD,Adelaide,-34.81891666,138.6647774,SA,Minister of Education,2004/05/10,,DE**,,Para Hills East Primary School,,,Y
43136,SA0033959,Kangaroo Reef Mine,MINE,,1:50 000 Mapsheet - 3rd Edition /,RECD,Adelaide,-35.05458651,138.77862484,SA,,,,****,,Kangaroo Mine,,,Y
43137,SA0004892,Barton,HMSD,,?,LOCH,Adelaide,-35.10988409,138.59331173,SA,,,,****,Waverly (Homestead),,,,Y
43138,SA0056701,Prescott Southern Primary School,SCHL,,?,RECD,Adelaide,-35.10692352,138.54177118,SA,,,,****,Noarlunga District Adventist Primary Sch,,,,Y
43139,SA0038017,Kurrajong,HMSD,,?,LOCL,Adelaide,-35.24131313,138.58111939,SA,,,,****,,,,,Y
42464,SA0043010,Former Upper Sturt School,SCHL,"Situated at 175 Upper Sturt Road, Upper Sturt",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  13,RECD,Adelaide,-35.02639551,138.67456408,SA,,,,****,,,,,Y
42465,SA0043045,Silver Sands Ramp,LNDG,,?,RECD,Adelaide,-35.30989118,138.44700666,SA,,,,****,,,,,Y
42742,SA0060956,Seaview Downs,SUB,"Originally a private subdivision of Sections 186/8 as shown on LTO Plan 2980.   Adopted as a suburb name following acceptance by council, Nomenclature Committee & government authorities in 1959.",Parliamentary Plan 336 /  DL.4362/1946 / 1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.04406386,138.53726217,SA,,,,****,,,,,Y
43155,SA0045501,Modbury West Primary School,SCHL,School opened in 1970.  The new Modbury School has been created by merger and renaming of Modbury West Junior and Modbury West Primary Schools on the same site which will begin operations from 1/1/2011.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 / DTEI.2009/30524/01 /,RECH,Adelaide,-34.83465669,138.67563727,SA,Minister of Education,,In the western portion of Modbury,DELO,Modbury School,,,,Y
43166,SA0058031,Gold Mine Range,RANG,,Survey Diagram Book Pg 25 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / SD.11336 / Government Gazette 12/5/1994 /,GEOG,Adelaide,-34.89073781,138.80600788,SA,,,,****,,,,,Y
43173,SA0039034,Warrimoo,SUBD,Private subdivision. Name approved by Nomenclature Committee for a private subdivision on 18/9/1925-vide,Deposited Plan 3646 / DL.1101/1939 / L&S.5105/1925 /,RECH,Adelaide,-34.96995583,138.67234499,SA,,,Abna meaning eagle,ABDE,Leawood Gardens (portion),,,,Y
43185,SA0039275,Lewis Park,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.84752601,138.62194643,SA,,,,****,,,,,Y
42481,SA0029376,Hardys Tintara Winery,FTRY,,1:50 000 Mapsheet-3rd Edition /,RECD,Adelaide,-35.21416278,138.5351493,SA,,,,****,,Tintara Winery,,,Y
42482,SA0040911,Reynella Post Office,BLDG,,?,RECD,Adelaide,-35.09469356,138.53880135,SA,,,,PLSA,,,,,Y
42483,SA0027939,Greenacres,HMSD,,?,LOCL,Adelaide,-35.04625584,138.71469422,SA,,,,****,,,,,Y
42485,SA0051006,Norton Summit Primary School,SCHL,School opened in 1880.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / Sa Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.92952669,138.72712631,SA,Minister of Education,,Located in the locality of Newton,PLSA,,,,,Y
42753,SA0023017,Eurimbla,SUBD,Private subdivision of sections 769/70 & 772.  Name approved as a subdivision name by the Nomenclature Committee on 26/6/1925,,RECH,Adelaide,-34.7894649,138.49200586,SA,,,,****,North Haven (portion),,,,Y
42757,SA0049376,New Glanville,SUBD,Private subdivision of sections 75/6 Hundreds of Yatala & Port Adelaide,,RECH,Adelaide,-34.85645445,138.48764471,SA,,,,****,Semaphore Park (portion),,,,Y
43194,SA0041967,Magill Special School,SCHL,School opened in 1953.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.91511621,138.67612594,SA,Minister of Education,,Located in the suburb of Magill,PLSA,,,,,Y
43195,SA0064608,Valley View,HMSD,,1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.867769,138.89949936,SA,,,,****,,,,,Y
43196,SA0019082,Two In Bush Mine,MINE,,Withdrawn Public Maps / 1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,RECD,Adelaide,-34.9518886,138.90883808,SA,,,,****,,,,,Y
43200,SA0059244,Rivendel,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.08077609,138.75537413,SA,,,,****,,,,,Y
43205,SA0059005,The Cabin,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.08907659,138.80384456,SA,,,,****,,,,,Y
43209,SA0058373,Regency Park,SUB,Portion excluded from the suburb of Kilburn and added to the suburb of Regency Park.,1:10 000 Mapsheet / 1:50 000 Mapsheet / Government Gazette 25/10/1973 / DL.2352/1972 / Geographical Names Board Minutes 23/5/1988 / Government Gazette 6/7/1989 / DLl.1042/1988 /  DL.1118/1988 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Ed,GEOG,Adelaide,-34.86445534,138.57116555,SA,South Australian Government,,,****,,,,,Y
43210,SA0022275,Elizabeth Heights,SUB,Added to the suburb of Hillbank in 1987 together with other land known as Hill Bank.  No extent established.,1:10 000 Mapsheet / Government Gazette 23/12/1987 / DL.1034/1987 / DL.6450/1964 /,RECH,Adelaide,-34.73304742,138.68684907,SA,,,,****,Hillbank (ptn),,,,Y
43212,SA0046697,Mount Bold,LOCU,Name approved by Nomenclature Committee for postal purposes on 30/11/1933.  Location is approximate only.  Possibley now part of Dorset Vale and / or Kangarilla.,DL.7554/1933 /,RECH,Adelaide,-35.11270503,138.67846269,SA,,,,PLSA,,,,,Y
42492,SA0046214,Berri Drainage Reserve,RESV,,DAIS.22-413/02/0051 /,LOCL,Adelaide,-34.84342678,138.68837727,SA,,,,****,,,,,Y
42493,SA0031304,Horsnell Gully,GLLY,"J Horsnell arrived in South Australia 6/7/1839 on the ""Lysander"" and resided in the gully in 1842.  Possessive 's' deleted.","1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / SD.6654 / Government Gazette 27/6/1985 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / H C Talbot's ""The Talbot Book"" /",GEOG,Adelaide,-34.92829646,138.70598608,SA,,,John Horsnell,PR**,,Horsnell's Gully,,,Y
42494,SA0018456,Flamenco Park,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.77619954,138.89911086,SA,,,,****,,,,,Y
42497,SA0045401,Mitchell Park Estate,SUBD,Private subdivision.,LTO Plan 2058 / LTO Plan 2654 /,RECD,Adelaide,-34.99714439,138.55903321,SA,,,,****,Mitchell Park (portion),,,,Y
42498,SA0036899,Kintore,SUBD,Private subdivision.  Location is approximate only.,,RECH,Adelaide,-34.8565848,138.51881507,SA,,,,****,Rosewater (portion),,,,Y
42505,SA0059298,Waringa,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.06098629,138.76238454,SA,,,,****,,,,,Y
42506,SA0059299,Langfleet Farm,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.06222628,138.76241452,SA,,,,****,,,,,Y
42507,SA0055227,Amberley Fields,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check /,LOCL,Adelaide,-35.20557528,138.75147199,SA,,,,****,,,,,Y
42777,SA0042956,Cottonville Cemetery,CEM,"Situated on Cemetery Road, Scott Creek.",Adelaide Hills Council - Stirling Dc - Heritage Places And Historic Conservation Policy Area :  Pg  10 /,RECD,Adelaide,-35.06834547,138.6934036,SA,,,,****,,,,,Y
42778,SA0042957,Hill Family Private Cemetery,CEM,"Scott Creek Road, Scott Creek.  Location is approximate only.",Adelaide Hills Council - Stirling Dc - Heritage Places And Historic Conservation Policy Area :  Pg  10,RECD,Adelaide,-35.06197555,138.69714375,SA,,,,****,,,,,Y
42780,SA0042960,Glenalta Garden,GRDN,"55 Old Carey Gully Road, Stirling",Adelaide Hills Council - Stirling DC - Local Heritage Places And Historic Conservation Policy Areas :  Pg  2,RECD,Adelaide,-34.99199643,138.73720539,SA,,,,****,,,,,Y
43330,SA0004395,Balmoral Gardens,SUBD,Private subdivision.  Location is approximate only.,?,RECH,Adelaide,-34.86516428,138.47717444,SA,,,,****,Semaphore Park (portion),,,,Y
42509,SA0005417,Willunga Hill,HILL,On 1:50 000 Mapsheets text for Willunga Hill is placed along the slope of the hill.,1 Inch to 1 Mile Mapsheet / SD.6654 / Government Gazette 20/09/1984 / 1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition / 1:100 000 Mapsheet / 1:10 000 Mapsheet /,GEOG,Adelaide,-35.29198276,138.57565847,SA,,,,PLSA,,,,,Y
42510,SA0003860,Pinecroft,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-35.25948339,138.61403947,SA,,,,****,,,,,Y
42512,SA0059030,Helmsdale,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.10334623,138.77950404,SA,,,,****,,,,,Y
42513,SA0059062,Pendle Hill,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.05657697,138.8206253,SA,,,,****,,,,,Y
42514,SA0059272,Silver Gums,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.05833623,138.7552445,SA,,,,****,,,,,Y
42781,SA0042962,Beechwood Garden,GRDN,"Situated at 36 Snows Road, Stirling.  Also referred to as Beachwood Botanic Gardens.",Adelaide Hills Council - Stirling DC - Local Heritage Places And Historic Conservation Policy Areas :  Pg  2/ DTEI Points of Interest Database /,RECD,Adelaide,-35.00575625,138.72927507,SA,,,,****,,,,,Y
42782,SA0042963,Frazer Park Garden,GRDN,"Situated at 153 Mount Barker Road, Aldgate.  Location is approximate only.",Adelaide Hills Council - Stirling DC - Local Heritage Places And Historic Conservation Policy Areas :  Pg  3,RECD,Adelaide,-35.0097762,138.72688497,SA,,,,****,,,,,Y
42783,SA0042964,Barclays Garden,GRDN,"Situated at 1 Wilpena Terrace, Aldgate.",Adelaide Hills Council - Stirling DC - Local Heritage Places And Historic Conservation Policy Areas :  Pg  4 /,RECD,Adelaide,-35.01414624,138.73269497,SA,,,,****,,,,,Y
42797,SA0059101,Smith Road,HMSD,District Council of Mount Barker confirmed this road name is Smith Road in November 2000.,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.11319603,138.76755373,SA,,,,****,,,Thomas Road,,Y
42798,SA0059352,Tatty Farm,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.04938689,138.80974529,SA,,,,****,,,,,Y
